LAST EDITED DATE	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	OBSERVER ORCID ID	SAMPLING EVENT IDENTIFIER	OBSERVATION TYPE	PROTOCOL NAME	PROTOCOL CODE	PROJECT NAMES	PROJECT IDENTIFIERS	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	CHECKLIST COMMENTS	
2024-07-09 22:02:48.822019	United States	US	Oregon	US-OR	Klamath	US-OR-035		5			Crater Lake NP--Sun Notch Trail	L4799365	H	42.9041994	-122.0960426	2024-07-09	11:40:00	obsr2394432		S186246329	Traveling	Traveling	P22			44	1.446		1	1			
2024-07-09 22:27:53.962921	United States	US	Oregon	US-OR	Klamath	US-OR-035		5			Crater Lake NP--Sun Notch Trail	L4799365	H	42.9041994	-122.0960426	2024-07-09	14:49:00	obsr1071881		S186273304	Traveling	Traveling	P22			27	0.885		1	1			
2024-06-07 23:01:48.382178	United States	US	Oregon	US-OR	Klamath	US-OR-035	US-OR_2481	9			US-OR-Crescent-Deschutes National Forest - 43.5896x-121.8519	L4800852	P	43.5895630	-121.8518560	2024-06-07	11:45:00	obsr290731		S180021694	Stationary	Stationary	P21			55			14	1		Californ tortoiseshellPlus Dusky Wing.	
2025-06-10 23:17:54.166414	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			Blue Spring	L47265152	H	42.6944737	-122.0759055	2024-06-08	09:00:00	obsr1324474		S180169293	Traveling	Traveling	P22			14	0.439		4	1	G12545267		
2024-05-22 20:52:04.723709	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			US-OR-Chiloquin-Military Crossing Rd - 42.9286x-121.5932	L4735897	P	42.9286050	-121.5931790	2024-05-22	15:44:00	obsr239023		S176458849	Traveling	Traveling	P22			91	2.987		2	1			
2024-10-20 01:06:14.249537	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			Boat House US-Oregon-Klamath Falls-28651 Rocky Point Road - 42.484x-122.084	L4776430	P	42.4837707	-122.0839677	2024-10-16	12:00:00	obsr39474		S199555064	Stationary	Stationary	P21			93			2	1			
2024-12-28 02:52:03.12664	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			Boat House US-Oregon-Klamath Falls-28651 Rocky Point Road - 42.484x-122.084	L4776430	P	42.4837707	-122.0839677	2024-10-18	11:56:00	obsr39474		S206847477	Stationary	Stationary	P21			60			1	1			
2024-10-20 01:04:29.702452	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			Boat House US-Oregon-Klamath Falls-28651 Rocky Point Road - 42.484x-122.084	L4776430	P	42.4837707	-122.0839677	2024-10-19	10:22:00	obsr39474		S199555002	Stationary	Stationary	P21			49			2	1		with Carol Ralph	
2024-12-28 02:50:08.009492	United States	US	Oregon	US-OR	Klamath	US-OR-035	US-OR_2568	9			Recreation CreekUS-Oregon-Klamath Falls-28817 Rocky Point Road - 42.485x-122.083	L4779120	P	42.4852658	-122.0830299	2024-10-20	09:47:00	obsr39474		S206847409	Traveling	Traveling	P22			147	1.143		1	1		by boat with Carol Ralph	
2024-09-21 23:04:00.09466	United States	US	Oregon	US-OR	Klamath	US-OR-035		5			Crater Lake NP--Sun Notch Trail	L4799365	H	42.9041994	-122.0960426	2024-09-21	17:15:00	obsr3564664		S196015379	Traveling	Traveling	P22			30	1.609		2	1			
2024-08-26 22:58:34.557855	United States	US	Oregon	US-OR	Klamath	US-OR-035		5			Crater Lake NP--Sun Notch Trail	L4799365	H	42.9041994	-122.0960426	2024-08-25	13:47:00	obsr236963		S192794373	Incidental	Incidental	P20						2	0		Sun notch	
2024-09-12 17:15:03.543055	United States	US	Oregon	US-OR	Klamath	US-OR-035		5			Crater Lake NP--Sun Notch Trail	L4799365	H	42.9041994	-122.0960426	2024-09-12	11:41:00	obsr1466622		S194877843	Traveling	Traveling	P22			36	1.448		1	1			
2024-09-12 23:50:55.118535	United States	US	Oregon	US-OR	Klamath	US-OR-035		5			Crater Lake NP--Sun Notch Trail	L4799365	H	42.9041994	-122.0960426	2024-09-08	13:03:00	obsr3492117		S194903344	Incidental	Incidental	P20							0			
2024-09-22 02:01:32.975303	United States	US	Oregon	US-OR	Klamath	US-OR-035		5			Crater Lake NP--Sun Notch Trail	L4799365	H	42.9041994	-122.0960426	2024-09-21	15:12:00	obsr3023545		S196022154	Incidental	Incidental	P20						1	0			
2024-07-22 23:47:32.626432	United States	US	Oregon	US-OR	Klamath	US-OR-035		5			Crater Lake NP--Sun Notch Trail	L4799365	H	42.9041994	-122.0960426	2024-07-05	09:00:00	obsr1650084		S185663057	Traveling	Traveling	P22			43	0.724		1	1			
2024-08-26 12:13:46.938229	United States	US	Oregon	US-OR	Klamath	US-OR-035		5			Crater Lake NP--Sun Notch Trail	L4799365	H	42.9041994	-122.0960426	2024-08-24	14:52:00	obsr1506755		S192864333	Traveling	Traveling	P22			35	1.481		6	1	G12942049		
2024-08-26 12:11:34.631956	United States	US	Oregon	US-OR	Klamath	US-OR-035		5			Crater Lake NP--Sun Notch Trail	L4799365	H	42.9041994	-122.0960426	2024-08-24	14:52:00	obsr2109557		S192727525	Traveling	Traveling	P22			35	1.481		6	1	G12942049		
2024-08-26 12:11:34.631956	United States	US	Oregon	US-OR	Klamath	US-OR-035		5			Crater Lake NP--Sun Notch Trail	L4799365	H	42.9041994	-122.0960426	2024-08-24	14:52:00	obsr3636412		S192863976	Traveling	Traveling	P22			35	1.481		6	1	G12942049		
2024-07-01 18:43:36.94335	United States	US	Oregon	US-OR	Klamath	US-OR-035		5			Crater Lake NP--Sun Notch Trail	L4799365	H	42.9041994	-122.0960426	2024-07-01	09:24:00	obsr2163701		S184833604	Traveling	Traveling	P22			22	0.737		1	1			
2024-07-14 13:53:16.507413	United States	US	Oregon	US-OR	Klamath	US-OR-035		5			Crater Lake NP--Sun Notch Trail	L4799365	H	42.9041994	-122.0960426	2024-07-13	10:32:00	obsr3004744		S186999465	Traveling	Traveling	P22			30	1.287		1	0			
2024-07-22 18:09:32.632127	United States	US	Oregon	US-OR	Klamath	US-OR-035		5			Crater Lake NP--Sun Notch Trail	L4799365	H	42.9041994	-122.0960426	2024-07-17	13:27:00	obsr708653		S187457184	Traveling	Traveling	P22			31	1.207		3	0	G12757650	Phantom Ship	
2024-07-07 11:49:13.559105	United States	US	Oregon	US-OR	Klamath	US-OR-035		5			Crater Lake NP--Sun Notch Trail	L4799365	H	42.9041994	-122.0960426	2024-07-07	07:49:00	obsr800525		S185854734	Traveling	Traveling	P22			59	1.239		4	1			
2024-09-19 15:27:15.990749	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-01-15	12:33:00	obsr486677		S159002520	Stationary	Stationary	P21			18			1	1			
2024-04-17 09:21:24.233078	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-04-17	06:21:00	obsr486677		S169016972	Incidental	Incidental	P20						1	0			
2024-10-06 11:45:18.112099	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-10-03	06:10:00	obsr486677		S197345122	Incidental	Incidental	P20						1	0			
2024-07-21 10:42:15.840168	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-07-20	07:29:00	obsr486677		S188073189	Incidental	Incidental	P20						1	0			
2024-07-06 14:32:11.486755	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-07-06	11:31:00	obsr486677		S185681784	Incidental	Incidental	P20						1	0			
2024-05-22 06:53:51.697422	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-05-21	07:02:00	obsr486677		S176148962	Incidental	Incidental	P20						1	0			
2024-05-05 17:14:10.217877	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-05-05	12:15:00	obsr486677		S172241422	Stationary	Stationary	P21			15			1	0			
2024-07-07 00:18:27.84237	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-07-06	21:16:00	obsr486677		S185756142	Incidental	Incidental	P20						1	0			
2024-07-24 10:55:14.990704	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-07-24	06:53:00	obsr486677		S188570745	Incidental	Incidental	P20						1	0			
2024-04-26 16:34:01.24838	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-04-21	11:54:00	obsr486677		S169697053	Stationary	Stationary	P21			104			1	1			
2024-05-27 02:57:19.037025	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-05-08	19:45:00	obsr486677		S172931418	Stationary	Stationary	P21			15			1	1		Enjoying the foraging antics of a Hammond's Flycatcher	
2024-09-22 22:29:50.048558	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-09-22	18:29:00	obsr486677		S196174757	Incidental	Incidental	P20						1	0			
2024-05-27 02:44:24.073717	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-04-28	12:22:00	obsr486677		S170815562	Incidental	Incidental	P20						1	0			
2024-09-03 21:45:26.043692	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-09-03	18:40:00	obsr486677		S193897188	Stationary	Stationary	P21			2			1	0			
2024-08-13 00:36:53.290886	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-08-12	20:23:00	obsr486677		S191258666	Incidental	Incidental	P20						1	0			
2024-09-29 23:54:42.856312	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-09-24	18:58:00	obsr486677		S196396781	Stationary	Stationary	P21			18			1	1			
2024-01-13 19:53:04.395438	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-01-13	14:23:00	obsr486677		S158821834	Stationary	Stationary	P21			40			1	0			
2024-05-19 19:50:43.236138	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-05-19	16:49:00	obsr486677		S175784062	Incidental	Incidental	P20						1	0			
2024-05-30 23:54:12.714178	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-05-30	20:53:00	obsr486677		S178312484	Incidental	Incidental	P20						1	0			
2024-05-18 11:02:23.73028	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-05-18	08:01:00	obsr486677		S175326978	Incidental	Incidental	P20						1	0			
2024-10-31 22:43:33.312056	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-10-26	11:09:00	obsr486677		S200351022	Incidental	Incidental	P20						1	0			
2024-03-10 17:33:12.953406	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-03-10	14:32:00	obsr486677		S164362364	Incidental	Incidental	P20						1	0			
2024-05-18 23:20:05.412076	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-05-02	17:09:00	obsr486677		S171596316	Stationary	Stationary	P21			2			1	1			
2024-06-28 15:26:01.979789	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-06-28	12:23:00	obsr486677		S184221535	Stationary	Stationary	P21			2			1	1			
2024-04-30 09:30:09.10191	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-04-30	06:28:00	obsr486677		S171118339	Incidental	Incidental	P20						1	0			
2024-06-02 12:02:04.011916	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-06-02	08:56:00	obsr486677		S178921333	Incidental	Incidental	P20						1	0			
2024-04-06 22:00:28.750024	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-04-06	10:39:00	obsr486677		S167403145	Incidental	Incidental	P20						1	0			
2024-05-06 23:53:47.44989	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-05-04	08:00:00	obsr486677		S172036466	Stationary	Stationary	P21			300			1	1		A wintry day with rain/snow mix all day.  Temps never got above 40.  Had a little fall out of migrants in the yard throughout the day.	
2024-04-20 11:59:20.918368	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-04-20	08:28:00	obsr486677		S169456203	Incidental	Incidental	P20						1	0			
2024-04-27 13:30:00.998933	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-04-27	10:29:00	obsr486677		S170559658	Incidental	Incidental	P20						1	0			
2024-01-04 11:48:55.257438	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-01-01	10:00:00	obsr486677		S157815291	Stationary	Stationary	P21			15			1	0			
2024-03-03 10:10:59.325197	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			200 High Street (yard)	L4993256	P	42.2230024	-121.7869300	2024-03-02	11:27:00	obsr486677		S163468327	Stationary	Stationary	P21			60			1	1			
2024-12-15 15:42:42.022092	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			Lynnewood	L5160612	P	42.2285174	-121.8172002	2024-12-14	09:58:00	obsr486677		S205392159	Traveling	Traveling	P22			145	7.036		2	1			
2024-04-28 17:41:56.665992	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			High Street neighborhood	L5204960	P	42.2225747	-121.7878890	2024-04-28	14:41:00	obsr486677		S170836821	Incidental	Incidental	P20						1	0			
2024-04-07 12:37:12.060623	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			Link River Trail	L526709	H	42.2278182	-121.7991543	2024-04-07	09:35:00	obsr2074142		S167560537	Incidental	Incidental	P20						1	0			
2024-02-15 13:00:42.170977	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			Link River Trail	L526709	H	42.2278182	-121.7991543	2024-02-15	08:51:00	obsr398041		S161575648	Traveling	Traveling	P22			66	3.283		2	1			
2024-05-24 11:55:09.732872	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			Link River Trail	L526709	H	42.2278182	-121.7991543	2024-05-24	08:34:00	obsr540793		S176759698	Traveling	Traveling	P22			15	0.430		1	1			
2024-04-01 09:20:08.276677	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			Link River Trail	L526709	H	42.2278182	-121.7991543	2024-03-20	09:54:00	obsr1169084		S165681652	Traveling	Traveling	P22			22	0.354		14	1	G11931916		
2024-02-17 22:51:43.617246	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			Link River Trail	L526709	H	42.2278182	-121.7991543	2024-02-17	12:11:00	obsr907539		S161884493	Traveling	Traveling	P22			29	0.724		2	1	G11735368		
2024-06-21 20:19:58.454739	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			Link River Trail	L526709	H	42.2278182	-121.7991543	2024-06-20	10:18:00	obsr912321		S182712984	Traveling	Traveling	P22			39	1.736		1	1			
2024-11-24 20:16:21.653679	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			Link River Trail	L526709	H	42.2278182	-121.7991543	2024-11-24	15:52:00	obsr2074142		S203533815	Traveling	Traveling	P22			19	1.416		1	0			
2024-10-14 17:10:47.158224	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			Link River Trail	L526709	H	42.2278182	-121.7991543	2024-10-12	15:55:00	obsr641827		S198922580	Traveling	Traveling	P22			78	3.562		2	1			
2024-12-16 21:03:51.657754	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			Link River Trail	L526709	H	42.2278182	-121.7991543	2024-07-20	07:50:00	obsr2566822		S191998332	Traveling	Traveling	P22			34	0.740		2	1	G12907013		
2024-07-27 12:49:30.894445	United States	US	Oregon	US-OR	Klamath	US-OR-035		9			Link River Trail	L526709	H	42.2278182	-121.7991543	2024-07-21	14:11:00	obsr430494		S189092114	Traveling	Traveling	P22			56	0.950		1	1			
